Index,ID,Coordinates,Block,Census Tract,Neighborhood,County,Closest Topic,Publication Date
185,65add32e8d9d92f2327ea9bc,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Tue Nov 03 15:17:29 EST 2020
186,65add32e8d9d92f2327ea9bd,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Accessiblity/Disablity,Tue Nov 03 14:19:31 EST 2020
187,65add32e8d9d92f2327ea9b9,"[-71.1182488, 42.3744368]",3001,353700,,17,Politics/Elections,Mon Nov 02 19:29:45 EST 2020
188,65add32e8d9d92f2327ea9bb,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Politics/Elections,Tue Nov 03 08:00:00 EST 2020
189,65add32e8d9d92f2327ea9bf,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Politics/Elections,Tue Nov 03 17:58:57 EST 2020
190,65add32e8d9d92f2327ea9b5,"[-71.1211635, 42.33176419999999]",2001,400700,,21,Labor/Workforce,Mon Nov 02 16:53:38 EST 2020
191,65add32e8d9d92f2327ea9ae,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Politics/Elections,Tue Nov 03 05:01:29 EST 2020
192,65ae20c88d9d92f2327ea9c8,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Politics/Elections,Thu Jan 18 15:36:04 EST 2024
193,65ae20c88d9d92f2327ea9c3,"[-71.5723953, 43.1938516]",2023,32500,,13,Politics/Elections,Sat Jan 20 17:58:24 EST 2024
194,65ae20c88d9d92f2327ea9c4,"[-71.1907002, 42.3943215]",1028,357700,,17,Mental Health,Fri Jan 19 23:56:50 EST 2024
195,65ae20c88d9d92f2327ea9c7,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Thu Jan 18 18:34:40 EST 2024
196,65ae20c88d9d92f2327ea9c9,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,State Politics,Thu Jan 18 14:16:51 EST 2024
197,65ae20c88d9d92f2327ea9c6,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Thu Jan 18 21:32:01 EST 2024
198,65ae20c88d9d92f2327ea9c5,"[-71.0816901, 42.3203738]",2006,81700,Roxbury,25,Aging/Seniors,Fri Jan 19 21:21:24 EST 2024
199,65af72378d9d92f2327eab2e,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Mon Jan 22 23:07:39 EST 2024
200,65af72378d9d92f2327eab2d,"[-71.04214429999999, 42.3462519]",1028,60603,South Boston Waterfront,25,Local Politics,Mon Jan 22 23:18:35 EST 2024
201,65b0c3c88d9d92f2327eab30,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Tue Jan 23 21:53:02 EST 2024
202,65b0c3c88d9d92f2327eab31,"[-71.3247164, 42.6552587]",1013,310500,,17,Civil Rights,Tue Jan 23 19:33:55 EST 2024
203,65b0c3c88d9d92f2327eab32,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Weather,Tue Jan 23 16:12:23 EST 2024
204,65b0c3c88d9d92f2327eab33,"[-71.0846418, 42.3410767]",3003,10405,Fenway,25,Other,Tue Jan 23 15:35:21 EST 2024
205,65b21546ff38f23913e77ce4,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Taxes,Wed Jan 24 20:37:15 EST 2024
206,65b21546ff38f23913e77ce5,"[-71.09355839999999, 42.359143]",2003,353102,,17,Civil Rights,Wed Jan 24 18:31:37 EST 2024
207,65b21546ff38f23913e77ce6,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Equity & Justice,Wed Jan 24 15:44:37 EST 2024
208,65b21546ff38f23913e77ce7,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Addiction/Substance Use,Wed Jan 24 15:22:36 EST 2024
209,65b21546ff38f23913e77ce8,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Philanthropy/Nonprofits,Wed Jan 24 10:00:00 EST 2024
210,65b21546ff38f23913e77ce9,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Civil Rights,Wed Jan 24 09:45:00 EST 2024
211,65b366b2ff38f23913e77ceb,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Childcare,Thu Jan 25 21:33:51 EST 2024
212,65b366b2ff38f23913e77cec,"[-71.118281, 42.3744368]",3001,353700,,17,Housing/Homelessness,Thu Jan 25 21:30:40 EST 2024
213,65b366b2ff38f23913e77ced,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Addiction/Substance Use,Thu Jan 25 18:26:03 EST 2024
214,65b3f8d0ff38f23913e77cf9,"[-71.05962459999999, 42.3587826]",1043,30302,Downtown,25,Politics/Elections,Wed Nov 04 02:10:31 EST 2020
215,65b3f8d0ff38f23913e77cfa,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Wed Nov 04 06:00:00 EST 2020
216,65b3f8d0ff38f23913e77cfb,"[-71.09416, 42.360091]",2003,353102,,17,Politics/Elections,Wed Nov 04 16:16:23 EST 2020
217,65b3f8d0ff38f23913e77cfc,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Politics/Elections,Wed Nov 04 17:19:09 EST 2020
218,65b3f8d0ff38f23913e77cfd,"[-71.0765558, 42.350008]",1011,10702,Back Bay,25,Politics/Elections,Thu Nov 05 15:46:24 EST 2020
219,65b3f8d0ff38f23913e77cfe,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Civil Rights,Wed Nov 04 23:16:18 EST 2020
220,65b3f8d0ff38f23913e77cff,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu Nov 05 12:32:37 EST 2020
221,65b3f8d0ff38f23913e77d00,"[-71.0838892, 42.3297032]",3000,80601,Roxbury,25,Politics/Elections,Thu Nov 05 11:42:50 EST 2020
222,65b3f8d0ff38f23913e77d01,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,State Politics,Thu Nov 05 12:33:39 EST 2020
223,65b3f8d0ff38f23913e77d02,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Local Politics,Thu Nov 05 13:52:23 EST 2020
224,65b3f8d0ff38f23913e77d03,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Thu Nov 05 14:37:14 EST 2020
225,65b3f8d0ff38f23913e77d04,"[-71.1246152, 42.3053915]",2013,120105,Jamaica Plain,25,Accessiblity/Disablity,Fri Nov 06 09:13:09 EST 2020
226,65b3f8d0ff38f23913e77d05,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,GBH,Fri Nov 06 12:03:20 EST 2020
227,65b3f8d0ff38f23913e77d06,"[-71.09416, 42.360091]",2003,353102,,17,Politics/Elections,Thu Nov 05 23:08:14 EST 2020
228,65b3f8d0ff38f23913e77d07,"[-71.0972178, 42.3466764]",1001,10206,Fenway,25,Other,Fri Nov 06 10:44:59 EST 2020
229,65b3f8d0ff38f23913e77d08,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Healthcare,Fri Nov 06 13:49:06 EST 2020
230,65b3f8d0ff38f23913e77d09,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,State Politics,Fri Nov 06 13:33:24 EST 2020
231,65b3f8d0ff38f23913e77d0a,"[-71.1631137, 42.7070354]",1002,250100,,9,Politics/Elections,Sun Nov 08 17:15:11 EST 2020
232,65b4b83bff38f23913e77d0c,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Equity & Justice,Fri Jan 26 23:05:50 EST 2024
233,65b4b83bff38f23913e77d0d,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Fri Jan 26 21:31:05 EST 2024
234,65b4b83bff38f23913e77d0e,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Fri Jan 26 20:58:03 EST 2024
235,65b8acb609a5af5fc94900f8,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Housing/Homelessness,Mon Jan 29 22:43:18 EST 2024
236,65b8acb609a5af5fc94900f9,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Mon Jan 29 21:43:20 EST 2024
237,65b8acb609a5af5fc94900fa,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Mon Jan 29 21:19:50 EST 2024
238,65b8acb609a5af5fc94900fb,"[-71.0672225, 42.3275375]",1037,80100,South Boston,25,Housing/Homelessness,Mon Jan 29 18:04:22 EST 2024
239,65b9fe1f09a5af5fc94900fe,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Tue Jan 30 21:58:48 EST 2024
240,65b9fe1f09a5af5fc94900ff,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Infrastructure,Tue Jan 30 16:19:13 EST 2024
241,65bb4fb209a5af5fc9490103,"[-71.1054497, 42.3375076]",5006,81001,Longwood,25,Other,Wed Jan 31 19:28:36 EST 2024
242,65bb4fb209a5af5fc9490104,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,State Politics,Wed Jan 31 10:00:00 EST 2024
243,65bb4fb209a5af5fc9490102,"[-71.0602915, 42.3789372]",1003,40300,Charlestown,25,Healthcare,Wed Jan 31 22:25:23 EST 2024
244,65bb4fb209a5af5fc9490101,"[-71.0834538, 42.3286377]",5000,81700,Roxbury,25,Local Politics,Wed Jan 31 23:38:49 EST 2024
245,65bd4e1e09a5af5fc949010b,"[-71.119796, 42.3075796]",1000,981000,Jamaica Plain,25,Weather,Thu May 11 09:01:02 EST 2023
246,65bd4e1e09a5af5fc949010c,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Housing/Homelessness,Wed May 10 19:11:11 EST 2023
247,65bd4e1e09a5af5fc949010d,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Wed May 10 14:05:23 EST 2023
248,65bd4e1e09a5af5fc949010e,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Wed May 10 12:10:03 EST 2023
249,65bd4e1e09a5af5fc949010f,"[-71.057951, 42.3601998]",1037,30302,Downtown,25,Local Politics,Tue May 09 16:42:19 EST 2023
250,65bd4e1e09a5af5fc9490110,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Higher Education,Tue May 09 16:22:44 EST 2023
251,65bd4e1e09a5af5fc9490111,"[-71.0561981, 42.3587684]",1035,30302,Downtown,25,Obituaries,Tue May 09 13:34:22 EST 2023
252,65bd4e1e09a5af5fc9490112,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Labor/Workforce,Tue May 09 10:01:05 EST 2023
253,65bd4e1e09a5af5fc9490113,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Healthcare,Thu Jul 20 18:07:28 EST 2023
254,65bd4e1e09a5af5fc9490114,"[-71.0419953, 42.3141992]",2011,90901,South Boston,25,Healthcare,Thu Jul 20 13:45:21 EST 2023
255,65bd4e1e09a5af5fc9490115,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Local Politics,Thu Jul 20 09:35:56 EST 2023
256,65bd4e1e09a5af5fc9490116,"[-71.09355839999999, 42.359143]",2003,353102,,17,LGBTQ+,Wed Jul 19 17:13:49 EST 2023
257,65bd4e1e09a5af5fc9490117,"[-71.1246152, 42.3053915]",2013,120105,Jamaica Plain,25,Crime,Wed Jul 19 15:09:03 EST 2023
258,65bd4e1e09a5af5fc9490118,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Wed Jul 19 14:32:37 EST 2023
259,65bd4e1e09a5af5fc9490119,"[-71.0672225, 42.3275375]",1037,80100,South Boston,25,Equity & Justice,Wed Jul 19 14:10:46 EST 2023
260,65bd4e1e09a5af5fc949011a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Wed Jul 19 05:01:00 EST 2023
261,65bd4e1e09a5af5fc949011b,"[-71.0585022, 42.3668926]",2000,30200,North End,25,Native Americans,Wed Jul 19 05:00:58 EST 2023
262,65bd4e1e09a5af5fc949011c,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Wed Jul 19 05:00:56 EST 2023
263,65bd4e1e09a5af5fc949011e,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Law Enforcement,Wed Mar 01 05:00:15 EST 2023
264,65bd4e1e09a5af5fc949011f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Veterans Affairs,Tue Feb 28 19:18:58 EST 2023
265,65bd4e1e09a5af5fc9490120,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Healthcare,Tue Feb 28 18:19:37 EST 2023
266,65bd4e1e09a5af5fc9490121,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Law Enforcement,Tue Feb 28 17:17:51 EST 2023
267,65bd4e1e09a5af5fc9490122,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Tue Feb 28 16:53:23 EST 2023
268,65bd4e1e09a5af5fc9490123,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Local Politics,Tue Feb 28 16:45:22 EST 2023
269,65bd4e1e09a5af5fc9490124,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Philanthropy/Nonprofits,Tue Feb 28 15:06:22 EST 2023
270,65bd4e1e09a5af5fc9490125,"[-71.0765558, 42.350008]",1011,10702,Back Bay,25,Local Politics,Mon Feb 27 15:06:28 EST 2023
271,65bd4e1e09a5af5fc9490126,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Weather,Mon Feb 27 12:34:06 EST 2023
272,65bd4e1e09a5af5fc9490127,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Mon Feb 27 12:29:00 EST 2023
273,65bd4e1e09a5af5fc9490128,"[-70.95312919999999, 42.4607959]",1007,207000,,9,Taxes,Mon Feb 27 09:30:46 EST 2023
274,65bd4e1e09a5af5fc9490129,"[-71.0528122, 42.3529138]",1003,70104,South Boston,25,Guns,Mon May 08 14:25:28 EST 2023
275,65bd4e1e09a5af5fc949012a,"[-71.10195929999999, 42.2996126]",1006,980300,Roxbury,25,Obituaries,Mon May 08 05:01:52 EST 2023
276,65bd4e1e09a5af5fc949012b,"[-71.0661308, 42.35000480000001]",2003,70201,Downtown,25,Other,Mon May 08 05:00:00 EST 2023
277,65bd4e1e09a5af5fc949012c,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Housing/Homelessness,Fri May 05 16:26:55 EST 2023
278,65bd4e1e09a5af5fc949012d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Fri May 05 16:25:48 EST 2023
279,65bd4e1e09a5af5fc949012e,"[-71.40686029999999, 41.8239593]",3013,800,,7,Public Health,Fri May 05 15:08:30 EST 2023
280,65bd4e1e09a5af5fc949012f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Public Health,Fri May 05 14:53:00 EST 2023
281,65bd4e1e09a5af5fc9490131,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Public Health,Thu May 04 17:53:47 EST 2023
282,65bd4e1e09a5af5fc9490132,"[-71.0979556, 42.3620057]",1013,353101,,17,Housing/Homelessness,Thu May 04 16:05:25 EST 2023
283,65bd4e1e09a5af5fc9490133,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Housing/Homelessness,Thu May 04 14:25:32 EST 2023
284,65bd4e1e09a5af5fc9490134,"[-71.0712959, 42.34391610000001]",1003,70501,South End,25,GBH,Thu May 04 12:00:48 EST 2023
285,65bd4e1e09a5af5fc9490135,"[-71.1603016, 42.3589725]",1059,981501,Allston,25,Local Politics,Thu Jun 01 12:49:02 EST 2023
286,65bd4e1e09a5af5fc9490136,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Gender issues,Wed May 31 16:49:46 EST 2023
287,65bd4e1e09a5af5fc9490137,"[-71.068767, 42.36256789999999]",1008,20301,Beacon Hill,25,Weather,Wed May 31 10:39:07 EST 2023
288,65bd4e1e09a5af5fc9490138,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Healthcare,Wed May 31 09:53:30 EST 2023
289,65bd4e1e09a5af5fc9490139,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Immigration,Tue May 30 18:44:10 EST 2023
290,65bd4e1e09a5af5fc949013a,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Youth,Tue May 30 16:16:12 EST 2023
291,65bd4e1e09a5af5fc949013b,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Tue May 30 16:06:15 EST 2023
292,65bd4e1e09a5af5fc949013c,"[-71.0622295, 42.3661864]",1004,20305,West End,25,Other,Tue May 30 12:47:22 EST 2023
293,65bd4e1e09a5af5fc949013d,"[-71.062146, 42.366198]",1004,20305,West End,25,Other,Tue May 30 06:25:56 EST 2023
294,65bd4e1e09a5af5fc949013f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Mon May 29 17:46:26 EST 2023
295,65bd4e1e09a5af5fc9490140,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,LGBTQ+,Mon May 29 05:00:34 EST 2023
296,65bd4e1e09a5af5fc9490141,"[-71.0765558, 42.350008]",1011,10702,Back Bay,25,Other,Mon Mar 20 05:00:13 EST 2023
297,65bd4e1e09a5af5fc9490142,"[-71.093239, 42.2933276]",1000,100100,Dorchester,25,Other,Mon Mar 20 05:00:10 EST 2023
298,65bd4e1e09a5af5fc9490143,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Labor/Workforce,Fri Mar 17 17:27:52 EST 2023
299,65bd4e1e09a5af5fc9490144,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Fri Mar 17 16:19:04 EST 2023
300,65bd4e1e09a5af5fc9490145,"[-71.0419953, 42.3141992]",2011,90901,South Boston,25,Equity & Justice,Fri Mar 17 14:25:41 EST 2023
301,65bd4e1e09a5af5fc9490146,"[-71.0456735, 42.3354829]",5007,60501,South Boston,25,Local Politics,Fri Mar 17 10:09:42 EST 2023
302,65bd4e1e09a5af5fc9490147,"[-71.0380766, 42.3121879]",2011,90901,South Boston,25,Aging/Seniors,Wed Mar 22 18:38:19 EST 2023
303,65bd4e1e09a5af5fc9490148,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Mar 22 17:55:54 EST 2023
304,65bd4e1e09a5af5fc9490149,"[-71.0981915, 42.3734085]",1005,352700,,17,Shopping,Wed Mar 22 17:20:38 EST 2023
305,65bd4e1e09a5af5fc949014a,"[-71.0554946, 42.3652089]",1001,30200,North End,25,Other,Wed Mar 22 11:05:13 EST 2023
306,65bd4e1e09a5af5fc949014b,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Gender issues,Wed Mar 22 10:52:12 EST 2023
307,65bd4e1e09a5af5fc949014c,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Government,Wed Mar 22 10:33:06 EST 2023
308,65bd4e1e09a5af5fc949014d,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Tue Mar 21 16:55:03 EST 2023
309,65bd4e1e09a5af5fc949014e,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Tue Mar 21 15:58:32 EST 2023
310,65bd4e1e09a5af5fc949014f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Tue Mar 21 13:27:52 EST 2023
311,65bd4e1e09a5af5fc9490150,"[-71.148182, 42.357122]",2032,102,Allston,25,Labor/Workforce,Tue Mar 21 10:32:37 EST 2023
312,65bd4e1e09a5af5fc9490151,"[-71.091292, 42.323644]",1002,81500,Roxbury,25,Other,Mon Mar 20 17:34:14 EST 2023
313,65bd4e1e09a5af5fc9490152,"[-71.0923139, 42.346832]",1001,981800,Fenway,25,Other,Fri Apr 07 17:23:27 EST 2023
314,65bd4e1e09a5af5fc9490153,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Equity & Justice,Fri Apr 07 17:22:30 EST 2023
315,65bd4e1e09a5af5fc9490154,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Arts & Culture,Fri Apr 07 16:57:07 EST 2023
316,65bd4e1e09a5af5fc9490155,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Arts & Culture,Fri Apr 07 15:26:09 EST 2023
317,65bd4e1e09a5af5fc9490156,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Healthcare,Fri Apr 07 10:58:55 EST 2023
318,65bd4e1e09a5af5fc9490157,"[-71.148182, 42.357122]",2032,102,Allston,25,Higher Education,Thu Apr 06 17:27:52 EST 2023
319,65bd4e1e09a5af5fc9490158,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu Apr 06 17:22:46 EST 2023
320,65bd4e1e09a5af5fc9490159,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Race,Mon Jul 17 05:00:02 EST 2023
321,65bd4e1e09a5af5fc949015a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Natural Disasters,Fri Jul 14 19:27:24 EST 2023
322,65bd4e1e09a5af5fc949015b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Fri Jul 14 17:31:07 EST 2023
323,65bd4e1e09a5af5fc949015c,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Fri Jul 14 16:58:44 EST 2023
324,65bd4e1e09a5af5fc949015d,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Fri Jul 14 16:20:14 EST 2023
325,65bd4e1e09a5af5fc949015e,"[-71.09348299999999, 42.2771787]",2008,101102,Mattapan,25,Local Politics,Fri Jul 14 15:31:54 EST 2023
326,65bd4e1e09a5af5fc949015f,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Housing/Homelessness,Thu Jul 13 14:20:28 EST 2023
327,65bd4e1e09a5af5fc9490160,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Thu Jul 13 09:42:44 EST 2023
328,65bd4e1e09a5af5fc9490162,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Local Politics,Sat May 20 20:59:56 EST 2023
329,65bd4e1e09a5af5fc9490163,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Fri May 19 17:06:25 EST 2023
330,65bd4e1e09a5af5fc9490164,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Arts & Culture,Fri May 19 16:21:47 EST 2023
331,65bd4e1e09a5af5fc9490165,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Fri May 19 15:54:43 EST 2023
332,65bd4e1e09a5af5fc9490166,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Immigration,Fri May 19 15:42:12 EST 2023
333,65bd4e1e09a5af5fc9490167,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Politics/Elections,Fri May 19 15:32:20 EST 2023
334,65bd4e1e09a5af5fc9490168,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Fri May 19 10:33:12 EST 2023
335,65bd4e1e09a5af5fc9490169,"[-71.2643465, 42.0909458]",4002,410100,,21,Other,Thu May 18 17:58:36 EST 2023
336,65bd4e1e09a5af5fc949016a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Healthcare,Thu May 18 17:11:06 EST 2023
337,65bd4e1e09a5af5fc949016b,"[-71.09355839999999, 42.359143]",2003,353102,,17,Obituaries,Thu May 18 16:47:33 EST 2023
338,65bd4e1e09a5af5fc949016c,"[-71.0794717, 42.3495236]",1009,10702,Back Bay,25,Population & Demographics,Fri May 12 11:33:32 EST 2023
339,65bd4e1e09a5af5fc949016d,"[-71.0602026, 42.34939929999999]",1001,70103,Downtown,25,Arts & Culture,Fri May 12 11:31:52 EST 2023
340,65bd4e1e09a5af5fc949016e,"[-71.066683, 42.3513581]",2002,70201,Downtown,25,Accessiblity/Disablity,Fri May 12 09:42:24 EST 2023
341,65bd4e1e09a5af5fc949016f,"[-71.08116079999999, 42.3071661]",2000,90200,Dorchester,25,Housing/Homelessness,Fri May 12 05:00:56 EST 2023
342,65bd4e1e09a5af5fc9490170,"[-119.4179324, 36.778261]",2042,6411,,19,Equity & Justice,Thu May 11 14:51:42 EST 2023
343,65bd4e1e09a5af5fc9490171,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Healthcare,Thu May 11 13:07:55 EST 2023
344,65bd4e1e09a5af5fc9490172,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Public Health,Thu May 11 11:59:28 EST 2023
345,65bd4e1e09a5af5fc9490173,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Thu May 11 11:24:39 EST 2023
346,65bd4e1e09a5af5fc9490174,"[-71.095479, 42.329242]",2003,81400,Roxbury,25,Higher Education,Thu May 11 11:07:20 EST 2023
347,65bd4e1e09a5af5fc9490175,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Labor/Workforce,Wed Aug 02 18:46:45 EST 2023
348,65bd4e1e09a5af5fc9490176,"[-71.0870376, 42.3338665]",2006,80401,Roxbury,25,Labor/Workforce,Wed Aug 02 16:00:54 EST 2023
349,65bd4e1e09a5af5fc9490177,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Aging/Seniors,Wed Aug 02 05:10:00 EST 2023
350,65bd4e1e09a5af5fc9490178,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Immigration,Wed Aug 02 05:00:41 EST 2023
351,65bd4e1e09a5af5fc9490179,"[-71.04214429999999, 42.3462519]",1028,60603,South Boston Waterfront,25,Labor/Workforce,Tue Aug 01 23:28:18 EST 2023
352,65bd4e1e09a5af5fc949017a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Aging/Seniors,Tue Aug 01 15:56:19 EST 2023
353,65bd4e1e09a5af5fc949017b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Tue Aug 01 15:27:30 EST 2023
354,65bd4e1e09a5af5fc949017c,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Population & Demographics,Thu Apr 06 05:01:59 EST 2023
355,65bd4e1e09a5af5fc949017d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Wed Apr 05 18:24:24 EST 2023
356,65bd4e1e09a5af5fc949017e,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Public Health,Wed Apr 05 16:28:31 EST 2023
357,65bd4e1e09a5af5fc949017f,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Accessiblity/Disablity,Wed Apr 05 16:14:02 EST 2023
358,65bd4e1e09a5af5fc9490180,"[-71.1051045, 42.3466292]",2007,10204,Fenway,25,Housing/Homelessness,Wed Apr 05 15:46:53 EST 2023
359,65bd4e1e09a5af5fc9490181,"[-71.148182, 42.357122]",2032,102,Allston,25,Immigration,Wed Apr 05 15:39:25 EST 2023
360,65bd4e1e09a5af5fc9490182,"[-71.16926, 42.3361277]",2001,373600,,17,Higher Education,Wed Apr 05 11:07:07 EST 2023
361,65bd4e1e09a5af5fc9490184,"[-71.118281, 42.3744368]",3001,353700,,17,Homeland Security,Wed May 03 17:42:51 EST 2023
362,65bd4e1e09a5af5fc9490185,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Crime,Wed May 03 15:59:53 EST 2023
363,65bd4e1e09a5af5fc9490186,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Housing/Homelessness,Wed May 03 15:19:29 EST 2023
364,65bd4e1e09a5af5fc9490187,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Mental Health,Wed May 03 12:01:46 EST 2023
365,65bd4e1e09a5af5fc9490188,"[-71.0399106, 42.3483536]",1004,60603,South Boston Waterfront,25,Other,Fri Jul 07 15:57:54 EST 2023
